ID,Income,Recency,MntWines,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,Seniority,Children
7414,43824.0,18,96,42,12,3,32,4,3,1,4,8,44,838,2
6354,15345.0,51,5,16,3,2,19,2,1,1,2,8,31,853,1
798,23442.0,71,2,6,8,6,5,1,1,0,3,7,28,738,1
8213,14515.0,71,6,9,6,36,35,4,2,2,3,7,35,842,1
2488,31395.0,80,23,25,0,8,7,4,2,1,3,6,59,649,2
9999,75276.0,2,610,125,137,42,21,1,9,4,9,5,50,826,0
7617,42373.0,83,67,61,3,8,19,5,2,1,5,5,41,504,2
615,30507.0,29,65,74,38,20,110,1,5,1,4,7,55,424,0
2552,55521.0,11,416,26,0,0,4,9,6,3,6,7,60,436,3
194,48006.0,55,23,11,3,2,2,1,1,0,3,6,50,117,2
3645,27213.0,19,19,26,10,9,3,3,2,0,4,8,43,854,1
8890,65808.0,1,155,80,13,7,10,3,5,1,5,6,44,216,2
5049,30351.0,19,14,24,3,3,2,1,3,0,2,9,41,574,1
9973,50437.0,28,370,92,6,9,4,3,7,1,8,7,52,806,2
7301,23616.0,76,4,11,3,7,32,2,3,0,3,8,33,775,1
10882,53858.0,50,407,221,58,150,26,4,4,3,6,4,39,842,1
7030,66465.0,1,1200,204,38,29,14,3,11,9,12,6,60,642,1
7422,46923.0,90,85,54,102,78,6,3,5,1,7,7,28,862,1
3523,75072.0,83,583,309,0,22,125,2,5,4,8,3,53,708,1
7106,75865.0,73,483,591,156,0,12,1,3,5,10,1,72,276,0
6504,19789.0,24,2,9,28,6,28,3,2,1,3,5,40,407,1
5067,80134.0,11,966,282,52,26,26,1,2,7,11,5,21,321,0
4216,91065.0,33,822,108,179,137,114,1,7,9,9,3,34,678,0
8581,49505.0,4,604,100,19,0,28,9,10,2,8,8,44,608,2
5929,37401.0,14,19,19,3,1,3,2,2,0,3,7,42,210,1
3129,30096.0,30,5,11,12,5,9,1,2,0,3,6,32,224,1
6528,18492.0,75,2,2,2,1,1,1,1,0,2,8,33,240,1
1361,82584.0,26,1076,103,29,91,68,1,3,4,8,1,41,635,0
6932,93027.0,77,1285,716,55,0,21,0,7,10,5,2,74,628,0
7284,48686.0,8,10,7,2,0,1,1,1,0,2,8,62,629,3
1340,92910.0,42,551,792,179,103,33,1,6,7,13,1,29,252,0
8746,75433.0,28,800,297,0,34,57,2,2,5,10,6,26,242,1
5987,10404.0,52,2,11,10,6,12,2,1,0,4,5,26,271,1
3767,61314.0,1,378,189,97,172,172,2,5,5,12,3,47,616,1
3725,84865.0,1,1248,349,43,16,16,1,2,4,9,4,54,483,0
4324,42387.0,42,235,235,19,4,191,5,8,1,7,8,26,794,1
238,67309.0,76,515,181,149,95,95,15,9,6,9,7,48,708,2
6694,75236.0,27,438,400,12,38,114,1,8,3,13,4,51,402,1
498,30015.0,28,25,22,2,3,5,2,1,0,4,5,45,333,1
9347,50943.0,49,31,7,2,0,6,1,1,0,3,5,59,559,1
9699,67272.0,12,357,271,28,28,14,3,6,2,12,5,49,376,1
10664,51529.0,14,400,35,6,0,22,2,9,1,5,8,66,541,1
5455,32011.0,89,99,15,2,1,5,3,2,1,4,7,44,497,1
456,7500.0,96,1,5,4,6,9,2,2,0,3,8,29,548,1
5012,28691.0,56,5,13,8,0,4,1,1,0,3,8,26,634,1
7495,56223.0,72,77,31,16,0,4,2,2,1,5,4,67,377,1
5029,18100.0,14,3,2,4,3,1,1,0,0,3,5,69,572,0
10642,30279.0,13,10,14,4,4,1,1,1,0,3,8,26,732,1
2106,20130.0,99,0,3,7,6,12,1,1,0,3,8,41,290,0
10364,23295.0,72,0,1,2,12,5,1,1,0,2,8,56,537,0
5954,42618.0,92,76,74,13,5,10,2,5,0,4,8,43,478,1
1137,81246.0,87,398,537,61,156,37,1,4,5,7,1,51,368,0
2541,24027.0,7,14,11,11,0,5,2,2,0,3,8,39,482,1
1142,55707.0,91,208,82,30,66,35,2,3,2,9,3,62,375,1
2276,57959.0,71,430,322,43,24,33,5,4,7,11,3,60,695,1
2807,56796.0,24,656,161,62,47,37,3,8,9,7,7,46,684,1
6471,36230.0,17,14,30,8,2,3,1,2,0,4,5,44,441,1
6131,70829.0,87,141,106,72,19,23,2,4,2,8,3,35,719,2
6233,65991.0,21,507,364,25,47,9,3,9,5,10,7,39,906,1
4148,38988.0,90,164,103,12,3,42,7,5,1,6,8,43,864,3
4947,89572.0,44,606,974,197,194,64,1,7,7,9,4,49,838,0
3225,42207.0,71,116,72,3,17,46,4,4,1,5,6,31,727,1
7540,50300.0,52,143,60,24,23,5,2,2,1,8,2,63,221,1
10648,66664.0,78,398,447,220,96,32,1,5,7,6,3,33,828,0
1992,60597.0,2,522,257,32,16,66,4,2,2,8,7,51,365,1
7851,70165.0,60,161,253,199,191,122,1,3,7,11,1,66,466,0
8594,50520.0,25,112,6,2,1,14,2,3,1,3,6,57,338,1
7059,80124.0,47,483,398,205,84,241,1,3,7,8,1,52,189,0
2815,33183.0,46,7,39,17,15,37,2,4,0,3,7,40,311,1
2416,66582.0,83,789,420,16,38,0,1,2,8,9,1,46,304,0
7999,75261.0,17,1239,413,23,34,17,1,5,6,5,2,60,618,0
9213,31880.0,13,4,5,2,0,3,1,1,0,2,8,45,792,1
9697,53790.0,86,335,127,28,5,5,3,7,2,8,6,64,212,2
3916,49269.0,92,639,166,11,8,58,3,7,3,12,7,44,869,1
2021,61456.0,47,563,384,84,192,89,4,6,10,13,4,40,645,1
1581,37406.0,18,2,8,2,2,3,1,1,0,2,8,35,448,1
564,56937.0,81,746,125,11,8,8,7,8,6,9,6,34,998,1
6619,38415.0,91,22,13,4,0,4,2,1,0,3,7,37,699,2
9081,20518.0,58,4,6,4,1,9,1,1,1,2,5,27,228,1
178,62503.0,40,478,193,110,75,117,4,8,3,11,5,59,682,1
916,41644.0,67,20,4,2,0,2,2,1,0,3,3,43,118,2
5512,55842.0,19,451,39,0,4,24,1,7,1,8,5,38,223,1
8970,62010.0,93,371,39,6,0,92,4,6,2,7,5,43,800,1
10581,41124.0,41,281,84,15,0,119,7,7,3,4,8,38,792,1
5300,38961.0,60,19,19,0,1,24,1,2,1,2,7,42,367,1
5154,37760.0,54,26,13,2,10,0,1,2,0,3,6,43,419,1
8346,32233.0,26,138,35,25,11,72,2,6,2,2,9,41,865,1
1676,43057.0,30,213,44,0,2,5,4,4,2,5,5,40,428,1
9286,83151.0,93,407,100,120,74,18,1,5,9,4,3,55,813,0
2426,78825.0,35,483,114,169,37,18,1,5,10,13,3,51,839,0
5172,65104.0,4,738,232,13,20,50,2,3,5,7,7,39,413,1
5562,60093.0,92,502,109,16,6,90,2,7,2,10,6,41,554,1
3436,14045.0,24,11,5,2,1,1,1,1,0,3,7,46,340,1
3921,28457.0,96,24,108,29,29,14,1,4,1,4,8,63,795,0
3403,78952.0,11,1170,594,99,76,134,2,2,5,12,6,57,829,1
22,46310.0,99,185,88,15,5,14,2,6,1,5,8,39,1025,1
10965,76005.0,72,983,389,240,50,40,1,3,5,13,6,60,678,0
9426,58308.0,77,691,69,10,0,130,4,2,6,3,8,51,396,1
6605,55614.0,85,504,131,8,0,26,1,9,4,6,7,71,400,0
3136,59432.0,88,317,265,25,19,12,3,5,3,11,5,53,628,1
8737,55563.0,22,29,9,2,0,2,1,2,0,3,3,37,242,1
11088,78642.0,83,1396,322,46,35,17,1,4,9,4,6,44,620,1
716,67911.0,63,529,356,63,28,0,3,6,7,11,3,66,224,1
466,65275.0,9,388,218,91,14,21,1,4,3,13,2,71,668,0
9135,27203.0,92,13,21,4,0,24,2,1,1,2,8,65,937,2
10623,48330.0,2,28,4,0,0,0,1,1,0,3,5,54,412,1
8151,24279.0,6,16,21,20,62,108,1,4,1,3,8,25,733,0
5140,64355.0,66,1047,140,67,38,153,2,4,3,12,8,30,860,1
10160,50943.0,49,31,7,2,0,6,1,1,0,3,5,59,559,1
4945,53653.0,29,815,239,28,10,108,2,10,4,12,6,62,904,0
10584,65665.0,77,225,387,106,36,29,1,5,10,8,3,39,688,1
6071,81217.0,77,493,324,146,40,84,1,3,7,11,1,26,531,0
3386,34935.0,71,34,66,3,10,20,1,2,1,4,7,23,559,0
8939,61250.0,49,382,65,60,26,59,6,5,2,12,5,56,746,1
9925,39665.0,97,127,56,0,1,31,3,4,2,3,7,34,586,1
4320,60152.0,6,325,300,86,58,91,1,6,4,12,3,36,644,1
5389,48920.0,93,238,68,8,10,6,3,6,2,5,7,51,438,2
6036,89120.0,78,1168,408,72,129,55,1,5,6,7,1,56,290,0
182,44124.0,62,284,55,0,6,52,4,6,2,5,8,69,422,1
203,81169.0,47,1288,613,80,61,27,1,5,7,9,2,40,627,0
11025,36443.0,9,65,46,4,3,20,4,3,1,3,8,54,670,2
10203,26095.0,77,11,9,3,1,11,1,1,0,3,7,25,550,1
4607,71367.0,24,227,389,42,21,75,1,4,5,7,2,56,496,0
3711,80184.0,19,1035,670,25,38,0,1,6,3,10,3,71,363,0
3696,30630.0,67,27,12,2,0,10,2,2,0,3,7,50,339,2
2532,73454.0,95,982,351,56,14,175,1,2,4,6,5,28,363,0
9214,42691.0,48,179,64,38,17,58,1,5,1,6,5,24,503,0
4943,70503.0,73,1379,216,0,33,66,1,2,4,9,6,62,823,0
35,25545.0,35,32,64,16,12,85,3,2,2,3,6,28,875,1
2258,32880.0,76,8,15,7,6,2,1,1,0,3,8,29,994,1
4322,77863.0,20,881,319,16,25,12,1,4,5,10,2,57,400,0
713,50353.0,72,141,153,67,31,35,1,4,4,6,3,38,148,0
4702,61839.0,20,1000,379,224,17,120,1,4,8,4,8,51,754,0
3281,49154.0,69,206,67,30,27,71,6,4,1,8,6,55,661,2
702,47682.0,80,162,83,97,57,61,4,4,3,8,5,40,685,1
2004,72679.0,65,619,260,127,54,54,1,4,7,5,1,46,470,1
4769,57954.0,52,456,24,0,0,9,7,8,2,6,7,38,197,2
4437,65316.0,65,112,92,3,9,38,2,3,2,5,4,53,617,2
8724,28567.0,57,11,22,2,2,6,2,2,0,3,6,33,563,1
10741,47352.0,70,172,112,8,0,15,4,6,1,5,7,64,423,1
1991,44931.0,0,78,11,0,0,7,1,2,1,3,5,48,348,1
6931,76982.0,19,464,292,65,60,30,1,8,3,4,4,48,320,0
11096,57247.0,50,99,32,37,54,6,2,2,1,7,2,63,511,1
304,22944.0,67,19,19,4,5,26,3,3,0,3,7,34,374,1
3665,25315.0,46,1,8,11,3,22,3,3,0,3,8,38,539,1
10591,43638.0,37,63,83,7,19,19,2,4,1,4,7,46,937,1
5036,42710.0,38,252,42,4,3,102,2,4,5,3,6,31,764,1
5547,84169.0,9,1478,403,0,19,0,1,7,6,6,3,33,542,0
7822,54058.0,56,198,252,32,108,54,2,4,6,8,3,39,635,1
8541,24683.0,98,8,10,6,7,6,2,2,0,4,5,25,151,1
10955,85620.0,68,416,925,60,107,46,1,3,6,4,1,51,184,0
4368,47850.0,72,42,43,20,12,10,1,3,0,4,6,35,660,1
9671,19514.0,47,14,21,2,1,28,4,3,1,2,8,47,340,2
2256,27159.0,33,17,3,0,0,1,2,1,0,3,6,42,278,2
4279,39548.0,87,15,10,3,4,18,2,1,1,3,3,52,276,2
5371,21474.0,0,6,24,11,0,34,2,3,1,2,7,26,150,1
9240,60504.0,73,458,24,6,4,34,2,6,2,8,6,44,183,1
9460,22419.0,74,30,47,19,21,42,1,3,2,2,8,52,623,0
9504,81698.0,4,179,520,111,123,47,1,3,8,13,1,66,569,0
8692,43462.0,50,90,97,15,6,15,6,4,1,5,8,63,753,2
448,54880.0,57,308,137,102,45,118,2,6,2,11,5,37,728,1
8314,79908.0,30,557,761,29,185,111,1,5,6,7,2,33,607,0
8420,15315.0,27,7,13,15,8,17,2,2,0,4,5,45,664,0
3174,87771.0,61,1492,287,50,57,33,1,5,10,4,6,56,589,1
7685,33039.0,4,30,12,8,8,12,1,2,0,4,5,37,479,1
3179,81741.0,75,249,940,58,134,38,0,6,6,7,2,35,564,0
9780,71499.0,12,465,132,136,0,37,2,8,3,13,4,44,555,1
10681,62466.0,13,129,259,168,121,83,5,6,3,12,4,45,351,1
10232,48799.0,9,174,81,28,6,24,3,3,2,7,3,52,600,1
4184,52157.0,48,189,29,3,2,40,2,3,2,5,4,65,179,1
9120,66565.0,80,747,161,65,40,42,4,4,2,9,8,53,964,1
891,29298.0,60,6,2,2,0,1,1,1,0,2,5,64,541,2
10381,47691.0,43,14,3,0,0,4,1,1,0,2,6,36,604,1
3525,38200.0,19,12,4,0,0,1,1,1,0,2,7,45,903,2
6818,44989.0,26,98,106,49,10,106,5,5,1,5,6,41,753,1
3526,38443.0,58,32,5,0,0,1,2,1,0,3,7,47,339,2
8181,38593.0,42,51,49,17,24,24,3,4,1,3,8,37,475,1
1029,64413.0,27,200,44,0,10,20,1,5,1,5,5,45,723,1
7369,36959.0,56,25,25,6,0,0,2,2,0,3,8,34,690,1
2574,61996.0,27,1050,144,0,0,24,3,6,4,8,5,38,700,1
8159,51287.0,10,117,22,13,0,30,3,4,1,3,7,47,362,2
1160,13260.0,48,9,17,10,2,7,4,3,0,3,8,45,496,2
10242,47472.0,39,56,11,0,0,8,2,2,0,4,5,49,472,2
5253,54603.0,85,145,46,17,2,4,6,4,2,4,7,59,481,2
5966,45207.0,64,203,10,0,0,2,5,3,1,6,6,41,812,2
5314,40689.0,69,270,27,39,6,99,7,7,1,5,8,64,654,1
5081,47821.0,54,9,16,6,6,10,1,1,0,3,8,48,438,2
5123,27450.0,57,37,23,8,11,52,1,2,1,3,7,64,626,0
5756,39453.0,64,46,7,0,0,2,2,2,0,3,6,32,303,1
8036,26850.0,10,31,13,7,2,9,4,2,1,4,4,44,258,2
9058,79800.0,65,1060,530,32,0,224,1,5,11,5,3,60,830,0
5057,61794.0,74,264,188,54,47,11,2,4,4,10,2,54,474,1
254,53863.0,4,399,30,6,4,30,3,7,1,7,7,60,229,1
4179,24221.0,94,8,9,2,5,22,1,1,1,3,4,56,499,0
3710,39684.0,41,19,35,6,4,17,2,2,1,2,7,31,752,1
7627,92163.0,25,817,797,106,163,20,0,5,11,5,2,40,750,0
4501,69882.0,94,292,635,132,127,165,1,3,7,9,1,50,447,0
6424,33178.0,9,12,2,11,2,16,1,1,0,3,4,38,336,1
3075,59973.0,47,130,168,20,34,0,1,3,4,7,1,43,418,0
4992,17459.0,12,6,16,3,10,30,3,3,1,2,7,40,469,1
5252,23910.0,80,16,18,7,1,13,1,2,0,3,7,46,797,1
7444,42169.0,20,19,9,0,0,2,2,1,0,3,8,46,439,2
6919,26224.0,39,4,15,13,9,15,3,2,1,3,6,37,635,1
3537,31089.0,57,31,31,2,8,4,3,3,0,4,8,34,867,1
10277,30081.0,27,36,2,0,0,4,1,1,0,3,7,54,679,1
2453,62807.0,83,526,135,10,21,99,3,5,3,12,5,55,853,1
7972,72906.0,79,400,519,71,75,54,1,3,4,9,1,60,471,0
895,61467.0,69,410,114,0,5,49,3,5,2,10,5,67,841,2
1177,49618.0,77,80,26,4,2,14,4,3,1,3,7,49,705,2
7141,21888.0,15,88,46,2,3,64,4,5,1,2,10,29,733,1
7232,42429.0,99,55,6,2,0,4,2,1,1,3,5,42,60,1
8477,26150.0,61,5,13,3,5,1,1,1,0,3,7,59,424,3
2457,30801.0,23,8,5,15,2,11,2,1,0,3,7,40,797,1
988,81168.0,84,410,592,147,22,22,1,6,4,7,3,50,180,0
7930,26877.0,74,101,76,20,18,40,2,3,1,6,6,46,500,0
4587,45006.0,90,162,53,16,0,10,1,3,1,7,3,71,532,0
6682,18978.0,41,2,1,4,7,15,1,1,0,3,8,42,780,1
6222,22574.0,28,25,8,2,0,2,2,2,0,3,7,48,430,3
10299,48240.0,73,389,248,64,49,41,3,6,3,13,5,46,842,0
3083,45837.0,88,215,87,17,17,24,5,6,2,5,7,41,524,2
8953,35791.0,94,27,5,0,0,3,2,1,0,3,8,50,575,3
1503,162397.0,31,85,16,2,1,2,0,0,0,1,1,39,666,2
8650,54162.0,31,5,10,6,5,10,1,1,0,3,4,37,654,2
10862,30522.0,6,179,83,19,11,26,5,1,2,9,2,55,867,1
2782,54456.0,23,352,27,10,0,15,3,6,1,7,6,54,420,1
6941,31632.0,92,17,12,11,15,32,1,2,1,2,7,44,536,0
10972,72298.0,52,625,169,58,17,35,1,4,3,6,1,66,90,0
10708,36975.0,50,10,11,0,4,2,1,1,0,3,7,37,369,1
6583,72635.0,54,390,323,104,35,107,1,6,8,6,3,60,666,0
3641,13624.0,93,10,15,2,1,6,2,2,0,3,6,39,711,1
10156,84196.0,56,215,507,231,31,190,1,8,4,7,3,40,666,1
4299,70971.0,28,1001,572,93,125,17,7,11,11,5,7,55,832,1
3469,34487.0,94,19,33,24,1,8,3,3,0,3,9,38,936,2
5063,28769.0,76,41,129,10,3,3,3,4,1,4,9,38,744,1
10727,69084.0,43,1181,199,39,30,30,2,7,3,13,8,45,408,1
9624,65488.0,46,603,207,36,18,54,1,3,4,6,1,57,202,0
5156,62466.0,13,129,259,168,121,83,5,6,3,12,4,45,351,1
4376,32218.0,27,10,15,13,1,30,1,2,1,3,7,55,320,0
8923,83917.0,12,514,732,42,198,79,1,6,7,7,3,42,623,0
8461,46102.0,3,14,1,0,0,1,1,1,0,2,7,53,90,3
6945,84574.0,72,387,713,38,54,163,1,9,11,11,5,63,635,0
944,56181.0,6,121,69,8,44,48,1,4,2,7,4,53,518,1
1907,63120.0,53,965,279,54,41,69,5,8,4,9,7,65,825,1
701,73691.0,58,707,250,85,43,73,2,6,2,8,2,44,569,1
3856,63381.0,78,571,142,33,50,159,4,4,5,13,2,55,966,1
4149,76140.0,57,586,653,17,0,26,1,5,9,6,2,67,233,0
2131,62859.0,37,1063,102,16,12,25,4,9,4,6,6,56,732,1
2942,45906.0,20,305,27,4,3,144,2,5,4,4,5,51,545,1
1173,77632.0,73,1200,758,0,42,147,1,4,2,6,2,68,455,0
4381,46463.0,56,163,40,8,11,11,7,3,1,6,6,44,501,2
4611,105471.0,36,1009,104,202,21,207,0,9,8,13,3,45,710,0
3376,55282.0,9,125,73,8,4,19,1,3,1,6,4,45,384,1
4679,78710.0,42,721,152,119,50,50,3,7,6,12,4,38,223,1
10928,66886.0,28,315,62,41,31,146,2,7,1,7,5,57,472,1
4248,98777.0,23,1000,711,125,115,38,0,4,6,9,1,55,318,0
6728,29103.0,38,16,17,6,3,6,2,1,0,3,9,30,857,1
6661,67445.0,63,757,217,29,80,11,5,9,6,12,6,41,754,1
4725,50616.0,71,30,25,0,1,9,1,1,1,4,2,65,263,1
3277,49431.0,9,219,100,26,0,17,2,7,1,5,8,60,1029,1
5555,153924.0,81,1,1,1,1,1,0,0,0,0,0,40,183,0
2564,61278.0,87,111,28,2,6,15,2,3,1,4,6,62,275,1
946,26490.0,92,45,52,21,20,25,2,3,1,5,6,57,831,0
3867,73059.0,36,410,420,0,82,71,1,9,3,13,4,68,488,1
6940,46734.0,86,100,39,6,1,76,4,3,2,3,6,49,437,3
55,56253.0,83,509,65,7,11,5,4,7,2,9,6,52,903,1
7093,19986.0,74,3,5,0,2,6,1,0,0,3,7,30,413,1
5084,58330.0,87,445,213,104,98,151,1,6,4,13,4,40,372,1
1777,25965.0,29,2,11,41,7,11,1,2,0,3,8,35,906,0
8162,14661.0,88,4,11,6,2,2,1,1,0,3,6,59,730,0
10826,18690.0,77,6,7,23,4,19,1,1,1,2,8,56,734,0
8754,45068.0,25,14,3,0,0,3,1,1,0,2,7,41,595,1
1987,21063.0,34,1,11,19,3,15,2,2,0,3,6,28,463,1
11007,29187.0,43,26,6,0,0,2,1,1,0,3,8,47,483,1
7426,54690.0,76,111,37,7,9,18,3,3,1,5,3,44,539,2
9153,59304.0,81,418,428,80,51,10,3,7,8,10,5,51,521,1
10379,59247.0,87,327,122,19,14,83,5,5,2,9,6,53,508,2
9204,66731.0,33,371,194,58,106,141,4,4,3,6,3,45,753,1
3197,77353.0,38,275,107,69,101,59,2,6,4,8,4,35,381,1
2920,52614.0,63,789,142,12,9,38,2,2,4,8,8,40,1085,1
6961,26751.0,26,1,5,0,3,1,1,1,0,2,8,41,224,2
4673,81300.0,17,1004,145,32,12,36,3,10,3,5,5,52,793,1
9937,70337.0,75,187,149,25,43,91,1,2,2,12,1,36,334,0
8779,36145.0,13,56,76,17,1,18,4,4,1,3,9,30,564,1
9596,65295.0,19,365,117,34,110,6,1,3,3,13,2,35,374,0
2891,68118.0,51,595,123,10,23,154,2,8,9,4,6,52,440,1
4910,68743.0,81,1132,384,175,134,115,1,11,5,13,7,48,854,0
75,41039.0,32,34,137,179,61,45,1,8,1,5,8,33,525,0
10120,38946.0,84,116,82,6,6,41,2,3,1,6,5,60,434,1
6327,65777.0,87,565,435,28,32,54,1,2,8,6,1,48,378,0
10142,66476.0,99,372,126,47,48,78,2,5,2,11,4,39,547,1
9826,86857.0,96,899,838,133,102,40,1,5,6,10,2,43,753,0
1501,160803.0,21,55,1622,17,3,4,15,0,28,1,0,33,998,0
10767,77845.0,40,760,480,0,40,26,1,3,5,12,1,26,230,0
7279,69476.0,3,260,559,63,9,67,1,4,6,4,2,46,458,0
7230,50611.0,98,459,24,6,0,4,6,4,5,7,6,55,996,1
143,61209.0,73,466,224,119,49,99,1,5,3,4,2,45,494,0
450,42315.0,90,67,80,17,11,80,3,1,4,4,3,57,390,1
9316,13084.0,29,2,7,3,7,10,1,1,0,3,6,63,689,0
6379,47570.0,3,67,20,0,2,31,3,2,2,2,7,66,582,2
9239,61923.0,94,92,18,3,3,6,1,2,1,4,3,54,524,2
8315,34824.0,65,4,11,2,0,4,1,1,0,2,6,20,281,0
2868,26518.0,33,20,28,3,3,2,3,2,0,3,8,66,515,2
10888,45938.0,46,273,178,62,83,29,2,8,4,6,6,54,661,0
1277,78468.0,29,434,388,104,22,34,1,10,7,10,4,55,119,0
9977,78901.0,99,321,309,33,26,34,3,9,3,5,4,42,471,1
10196,71427.0,26,212,177,15,64,23,2,8,2,8,4,37,29,2
6384,71022.0,30,909,278,0,12,242,3,5,2,11,8,37,60,1
8029,90247.0,27,1184,352,21,16,16,1,3,4,7,1,27,247,0
968,41335.0,24,112,21,16,14,5,3,4,1,4,7,47,371,1
6988,71952.0,93,656,455,52,107,93,2,8,4,8,4,29,457,1
4472,35682.0,34,23,8,6,2,18,1,1,1,3,2,45,188,1
6991,43185.0,88,537,42,16,6,30,2,9,3,6,8,64,454,1
3336,66375.0,96,712,45,0,0,191,3,2,4,5,7,67,406,1
4301,35178.0,10,23,13,2,2,18,1,1,1,2,7,44,457,1
1940,25252.0,26,1,4,2,2,6,1,1,0,2,8,29,390,1
1272,55250.0,49,664,83,32,0,66,4,7,5,10,5,50,802,1
1388,33249.0,11,6,21,19,14,42,2,2,1,3,6,40,680,1
1044,58398.0,44,299,201,21,21,49,3,5,4,8,4,62,597,0
6969,50272.0,75,99,66,43,8,4,3,4,1,5,7,33,542,1
10479,76618.0,64,749,294,121,160,147,1,3,2,5,1,40,903,0
3619,87305.0,19,345,501,63,138,80,1,5,3,8,2,55,830,0
1715,25851.0,45,9,18,7,5,5,2,2,0,3,7,37,425,1
10159,58710.0,77,440,368,0,122,174,6,11,5,9,6,45,641,1
1463,45160.0,9,8,5,3,0,3,1,1,0,2,7,57,278,2
5114,74806.0,1,670,249,0,28,9,2,5,4,5,4,50,743,1
4990,59111.0,90,524,134,28,28,155,1,11,1,8,7,61,695,0
4329,18988.0,43,6,6,2,1,1,2,1,0,3,7,31,223,1
10936,72190.0,79,597,597,172,166,249,1,5,6,4,3,50,687,0
4692,7500.0,19,7,12,13,7,32,5,4,1,2,9,39,1089,1
7212,44794.0,99,54,7,0,0,4,1,2,0,3,6,49,148,1
6086,80395.0,62,445,706,80,76,48,1,6,5,12,2,60,404,0
437,75012.0,41,294,218,164,58,151,1,3,8,11,1,39,341,0
11171,56962.0,60,292,77,10,3,26,7,6,3,5,7,50,417,3
11101,89891.0,17,412,132,59,28,183,1,11,6,8,4,24,626,0
5329,35946.0,24,8,3,0,0,0,1,0,0,3,5,66,461,2
610,53593.0,60,349,78,6,0,43,8,7,2,6,8,62,907,2
9384,66373.0,57,328,124,12,24,109,7,4,2,10,3,37,391,2
5956,45072.0,74,144,99,7,2,30,5,6,1,4,8,67,442,3
10430,89694.0,22,1126,211,37,28,42,3,4,3,4,5,42,478,2
7875,72025.0,46,967,617,43,50,0,1,4,8,13,2,66,247,0
7072,67432.0,69,432,341,177,136,170,2,8,5,4,4,42,643,1
6255,70545.0,29,138,63,55,18,21,1,4,1,7,2,63,301,1
6516,17487.0,37,0,1,7,4,6,1,1,0,2,7,26,654,1
5564,62882.0,26,509,497,78,24,97,2,7,5,6,4,46,845,1
5682,64108.0,8,948,86,13,21,21,4,6,9,11,5,62,649,1
7458,34941.0,26,39,25,4,3,24,2,3,0,3,8,59,577,2
5237,48767.0,79,28,21,3,0,10,3,2,1,3,5,65,365,3
7761,38702.0,71,13,24,13,8,40,2,3,0,4,6,37,723,1
5278,82224.0,83,307,360,138,31,40,1,6,9,5,3,51,341,0
3560,83844.0,57,901,345,75,31,191,1,4,4,11,1,63,392,0
7235,17003.0,37,2,12,4,8,7,3,2,0,4,5,40,476,1
10548,71163.0,30,283,372,138,106,44,1,3,8,12,1,20,120,0
2281,33697.0,34,4,7,0,3,11,1,1,0,2,7,45,473,1
4073,63564.0,0,769,252,15,34,65,1,10,10,7,6,61,337,0
6974,83443.0,89,518,742,55,56,84,1,6,10,5,2,43,366,0
7938,51518.0,92,350,66,17,4,4,2,3,2,10,3,57,662,1
7094,58330.0,87,445,213,104,98,151,1,6,4,13,4,40,372,1
3667,80952.0,20,778,689,41,27,44,1,8,5,11,8,46,672,0
7723,75507.0,56,709,374,104,80,80,1,8,6,6,3,36,330,0
3870,63855.0,28,359,314,93,116,89,1,7,3,13,4,37,486,0
4012,62220.0,55,799,375,16,12,12,5,7,6,5,6,43,784,1
5909,58512.0,25,895,101,13,0,152,5,3,4,8,8,51,469,1
10470,40662.0,0,40,23,0,4,23,2,2,1,3,4,36,657,1
6488,38829.0,86,76,7,0,0,16,1,3,2,2,5,56,211,1
10270,35523.0,8,11,22,12,5,11,2,3,0,3,7,34,662,1
6887,79146.0,33,245,223,21,43,16,2,8,1,8,6,48,252,2
6406,78285.0,13,647,391,175,67,40,1,6,4,10,3,27,430,0
7573,31626.0,12,39,9,2,1,34,1,2,1,2,7,37,453,1
4508,75127.0,92,203,305,46,17,227,1,2,11,5,1,63,224,0
221,48726.0,90,138,38,4,0,59,3,3,2,4,6,60,614,1
5331,74985.0,8,587,898,247,0,86,1,3,6,7,2,38,783,0
1911,67430.0,6,595,291,127,133,121,1,11,5,12,6,28,967,0
20,46891.0,91,43,23,29,15,61,1,2,1,4,4,50,722,1
8786,62058.0,52,301,74,10,0,58,4,6,1,7,6,59,585,1
10582,72063.0,3,180,348,76,32,90,2,5,2,12,2,36,665,1
1915,78939.0,57,794,243,150,0,205,1,8,5,6,3,64,385,0
8897,42720.0,9,392,91,28,26,112,8,7,3,7,8,50,617,2
2371,33622.0,22,39,22,3,4,12,3,2,0,4,7,43,628,2
4303,6835.0,76,107,12,2,2,12,0,0,0,1,20,58,872,1
6825,41452.0,86,13,3,0,0,0,1,1,0,2,7,62,577,2
1072,40760.0,64,70,17,0,0,6,2,2,1,3,6,50,489,1
4964,74250.0,90,680,392,75,0,0,1,2,11,4,1,57,340,0
2461,51124.0,79,26,11,0,1,4,2,1,0,3,3,60,379,2
10736,72258.0,28,522,522,227,120,134,2,6,9,5,2,44,388,1
3194,71466.0,86,412,546,78,182,0,1,4,4,10,1,41,242,0
