ID,Age,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan
633,57,165,94720,4,"2,70",3,0,1
634,61,18,94583,1,"1,50",3,0,0
635,57,32,90034,3,"1,40",1,0,0
636,60,35,90509,3,"0,20",1,169,0
637,40,120,92037,2,"6,10",1,196,0
638,53,31,90245,4,"0,10",3,0,0
639,42,35,92054,3,"1,50",1,0,0
640,62,32,92646,2,"0,20",3,0,0
641,43,85,94960,1,"3,70",3,327,0
642,35,139,95060,2,"7,80",1,0,0
643,50,103,94132,1,"0,30",1,0,0
644,45,152,91902,2,"1,40",1,0,0
645,52,33,92121,2,"2,00",2,0,0
646,35,84,95120,4,"2,20",2,322,0
647,58,61,90033,4,"1,70",1,0,0
648,62,64,95064,4,"2,20",1,123,0
649,50,34,95621,1,"1,30",2,0,0
650,25,82,92677,4,"2,10",3,0,0
651,47,122,90037,1,"5,10",3,163,1
652,28,58,92121,3,"1,50",1,131,0
653,34,92,90005,1,"2,80",1,0,0
654,49,78,92691,2,"2,40",2,205,0
655,54,129,93940,4,"4,20",3,0,1
656,50,13,91109,2,"0,70",3,0,0
657,37,81,94539,1,"2,80",3,145,0
658,38,23,95207,1,"0,67",3,0,0
659,52,35,91711,3,"0,90",3,0,0
660,63,79,93009,4,"1,70",2,0,0
661,39,165,92126,2,"3,30",1,0,0
662,63,52,94720,2,"2,80",1,0,0
663,65,185,93561,3,"2,00",2,0,1
664,46,49,90503,3,"2,20",2,0,0
665,54,64,95126,1,"1,80",3,227,0
666,54,61,92866,4,"2,00",3,0,0
667,52,112,92120,1,"2,40",1,0,0
668,63,72,93106,3,"2,00",3,190,0
669,66,18,94010,3,"0,50",1,0,0
670,56,41,94109,4,"2,50",2,0,0
671,23,61,92374,4,"2,60",1,239,0
672,65,105,92612,1,"3,00",2,282,1
673,51,23,96651,1,"0,20",1,0,0
674,34,22,95670,1,"0,50",3,85,0
675,49,59,95827,3,"2,10",1,0,0
676,29,33,91711,1,"2,00",2,160,0
677,47,11,94063,1,"0,90",3,103,0
678,46,204,92780,2,"2,80",1,0,0
679,52,61,92101,4,"1,80",3,207,0
680,55,103,92093,3,"1,80",2,364,0
681,61,51,94706,3,"1,50",1,0,0
682,34,164,94720,1,"6,00",3,0,1
683,58,12,90504,1,"0,10",2,0,0
684,40,82,91311,1,"3,60",2,0,0
685,43,164,90266,1,"2,40",1,449,0
686,35,48,93107,2,"1,67",2,0,0
687,24,38,92612,4,"0,60",2,0,0
688,48,65,92120,2,"1,50",2,0,0
689,44,71,94304,4,"1,90",1,207,0
690,54,18,94591,1,"0,30",1,0,0
691,59,52,94115,2,"1,60",3,75,0
692,45,48,90025,3,"2,50",2,113,0
693,26,30,94720,1,"1,00",3,111,0
694,40,40,92096,2,"2,20",3,107,0
695,32,112,90740,1,"3,80",1,81,0
696,29,115,92717,1,"1,90",1,0,0
697,51,63,92251,2,"1,00",3,82,0
698,42,85,92648,1,"3,70",3,0,0
699,64,59,92028,1,"2,50",3,220,0
700,44,68,95060,1,"0,80",3,91,0
701,37,84,90089,2,"1,80",1,0,0
702,44,62,93106,3,"0,80",3,0,0
703,35,109,92709,3,"4,00",1,0,1
704,41,141,94022,2,"7,60",1,92,0
705,56,129,94065,1,"7,40",1,0,0
706,62,30,94720,3,"0,70",2,0,0
707,58,148,95819,1,"4,70",1,0,0
708,47,25,95064,3,"0,67",2,0,0
709,35,21,92182,3,"1,30",1,115,0
710,29,72,95841,4,"2,20",1,0,0
711,43,59,94085,3,"0,90",3,87,0
712,62,83,91754,3,"1,80",2,187,0
713,41,10,94123,2,"0,30",2,0,0
714,34,84,92009,3,"0,60",2,0,0
715,50,98,92068,3,"2,00",2,0,0
716,47,32,92130,1,"1,00",1,0,0
717,29,31,96064,4,"0,40",2,161,0
718,59,94,93940,3,"0,50",1,0,0
719,56,21,90024,2,"0,20",3,137,0
720,61,110,92521,3,"4,40",1,0,0
721,58,38,94025,1,"2,20",3,0,0
722,49,39,92717,1,"1,40",3,0,0
723,45,132,91103,3,"1,20",2,0,1
724,50,61,94301,4,"2,60",1,0,0
725,64,92,94086,1,"2,00",1,0,0
726,39,119,92037,2,"6,10",1,0,0
727,58,53,91030,4,"2,10",1,0,0
728,62,18,92037,3,"1,30",2,0,0
729,45,114,94720,2,"4,40",2,0,1
730,58,90,93106,1,"3,00",3,0,0
731,43,140,95616,1,"7,00",1,205,0
732,28,90,90066,2,"3,30",1,0,0
733,26,85,90064,1,"1,90",1,0,0
734,49,80,92009,1,"1,20",1,0,0
735,66,53,92182,2,"1,10",1,0,0
736,33,49,95403,4,"2,20",2,0,0
737,61,152,91016,3,"3,30",3,0,1
738,64,138,94709,2,"2,80",2,0,1
739,36,80,94596,4,"2,20",2,0,0
740,49,82,91902,2,"2,40",2,0,0
741,52,195,90266,1,"8,10",1,0,0
742,61,22,94590,1,"1,20",3,0,0
743,32,81,92626,1,"2,50",1,0,0
744,61,40,94539,4,"2,20",1,0,0
745,45,154,94720,2,"2,80",1,0,0
746,30,49,93955,3,"1,10",2,0,0
747,62,85,95051,4,"3,40",2,0,0
748,57,21,94112,3,"0,10",2,0,0
749,41,14,91330,1,"1,00",1,0,0
750,58,60,92008,4,"1,60",2,0,0
751,29,138,93106,2,"4,33",1,0,0
752,53,98,90210,1,"1,30",3,355,0
753,64,22,90071,4,"0,60",2,0,0
754,49,49,94720,1,"1,20",2,0,0
755,38,102,95020,2,"1,90",1,0,0
756,56,45,91103,4,"0,70",2,0,0
757,56,82,95348,4,"1,30",3,0,0
758,52,81,91745,3,"1,80",2,0,0
759,64,35,90266,1,"1,50",2,0,0
760,53,59,91950,2,"1,90",2,0,0
761,29,52,92122,3,"1,10",2,0,0
762,48,84,92152,3,"0,70",1,166,0
763,32,85,90504,1,"2,70",2,100,0
764,54,65,94122,1,"0,20",1,0,0
765,37,89,95051,2,"1,70",2,314,0
766,47,109,95822,4,"1,80",1,0,1
767,37,81,94538,1,"2,80",1,0,0
768,64,38,92024,1,"1,10",3,108,0
769,43,72,90024,2,"1,70",1,0,0
770,33,78,90250,4,"2,00",2,119,0
771,26,172,94551,2,"6,90",2,0,1
772,42,71,91614,3,"2,33",1,106,0
773,54,165,92093,1,"4,10",3,0,1
774,41,120,92612,2,"3,90",1,0,0
775,55,39,92154,1,"0,20",1,0,0
776,65,23,92835,3,"0,70",2,0,0
777,50,135,92121,2,"4,60",3,91,1
778,55,12,95060,2,"0,20",1,76,0
779,62,92,94801,2,"0,70",2,0,0
780,53,192,94304,2,"6,40",3,0,1
781,32,42,92634,4,"0,80",1,0,0
782,56,158,94588,3,"3,70",3,0,1
783,54,194,92056,3,"6,00",3,587,1
784,44,160,94606,2,"7,60",1,0,0
785,48,98,94115,2,"6,30",1,0,0
786,46,164,94122,2,"7,60",1,0,0
787,45,42,94305,2,"2,50",1,0,0
788,45,202,91380,3,"10,00",3,0,1
789,58,10,92521,4,"0,70",1,0,0
790,29,31,92126,4,"0,30",2,0,0
791,55,58,92028,4,"0,90",1,0,0
792,55,65,94501,4,"2,80",2,0,0
793,41,98,93117,1,"4,00",3,0,0
794,24,150,94720,2,"2,00",1,0,0
795,54,44,91301,2,"2,30",3,0,0
796,57,15,92806,2,"0,20",3,0,0
797,30,82,93657,2,"2,50",1,0,0
798,42,61,94998,3,"0,50",3,0,0
799,29,38,93063,1,"2,00",2,0,0
800,29,39,95051,4,"2,10",3,0,0
801,31,173,91040,1,"6,00",1,0,0
802,47,8,92612,4,"0,20",1,0,0
803,36,51,92521,3,"2,00",1,214,0
804,52,62,92661,4,"1,80",3,82,0
805,54,34,94061,4,"0,70",2,0,0
806,55,132,95758,3,"5,90",2,307,1
807,53,44,94542,4,"1,50",3,0,0
808,52,162,92096,1,"8,10",1,0,0
809,64,64,92068,3,"2,20",1,0,0
810,54,111,94304,1,"0,10",3,0,0
811,32,41,92182,2,"2,00",3,0,0
812,63,52,94720,4,"1,67",3,0,0
813,36,65,90089,4,"2,20",2,0,0
814,50,130,94720,1,"1,10",2,0,1
815,33,45,93943,2,"0,10",1,0,0
816,62,35,94596,1,"1,90",2,118,0
817,49,65,94035,3,"0,70",2,263,0
818,41,38,90291,2,"0,70",1,91,0
819,51,42,95039,4,"1,10",2,0,0
820,56,45,90024,4,"1,50",3,0,0
821,51,145,90740,1,"0,30",1,0,0
822,39,33,92093,4,"1,50",3,0,0
823,61,60,96091,3,"1,40",3,0,0
824,35,45,90509,1,"2,00",1,0,0
825,39,72,94801,4,"2,40",1,0,0
826,37,34,95616,3,"0,20",2,0,0
827,48,23,93555,3,"0,67",2,0,0
828,63,45,94542,2,"1,00",3,88,0
829,35,28,94542,4,"1,00",1,75,0
830,55,81,90254,4,"3,80",2,0,0
831,29,72,92407,3,"0,70",2,81,0
832,61,49,94066,4,"1,67",3,0,0
833,36,31,90630,4,"1,20",2,0,0
834,61,63,94939,3,"2,20",3,0,0
835,36,150,95138,4,"5,40",1,0,1
836,58,142,92691,2,"3,90",1,193,0
837,42,74,92123,3,"3,00",1,0,0
838,30,24,92096,1,"0,40",2,81,0
839,45,29,92507,4,"1,90",3,0,0
840,39,79,92646,4,"2,40",1,0,0
841,27,94,92373,2,"0,20",1,310,0
842,57,121,94542,1,"4,30",1,0,0
843,34,54,92101,3,"2,00",1,0,0
844,64,73,94720,3,"2,40",1,0,0
845,47,71,95762,1,"0,80",3,127,0
846,44,29,94706,3,"1,00",2,0,0
847,51,93,92154,1,"2,70",1,0,0
848,40,73,94539,1,"1,50",3,252,0
849,57,19,94720,4,"0,90",2,0,0
850,33,58,94305,2,"0,10",1,0,0
851,46,39,95054,1,"0,20",1,0,0
852,41,23,94521,2,"1,40",2,0,0
853,33,29,92064,1,"0,60",3,127,0
854,27,155,95138,1,"0,80",1,0,0
855,52,90,95814,1,"2,60",2,0,0
856,59,113,92152,2,"2,00",1,77,0
857,62,42,94025,1,"1,80",3,0,0
858,49,30,95616,4,"0,20",1,0,0
859,45,19,94720,3,"0,50",2,0,0
860,63,124,92182,3,"5,00",2,170,1
861,57,30,95841,2,"0,70",2,145,0
862,60,28,92354,1,"1,50",3,124,0
863,50,15,94025,2,"1,00",2,101,0
864,54,70,90095,1,"1,60",3,265,0
865,28,10,94080,1,"0,10",2,0,0
866,60,22,92037,3,"0,30",3,139,0
867,44,70,94611,4,"1,90",1,0,0
868,61,61,94708,1,"1,60",1,0,0
869,40,161,94596,2,"3,30",1,0,0
870,54,29,93014,2,"0,80",1,0,0
871,43,35,92106,3,"0,50",1,0,0
872,54,48,96091,4,"2,80",2,0,0
873,32,44,90095,4,"0,80",1,0,0
874,24,88,90740,3,"0,80",1,134,0
875,30,40,92056,4,"2,10",3,0,0
876,61,21,95616,4,"0,40",2,123,0
877,40,58,94025,2,"2,80",1,0,0
878,35,59,95123,4,"0,10",2,0,0
879,33,74,95616,4,"4,00",3,0,0
880,63,84,91768,4,"1,90",2,0,0
881,57,58,91604,1,"0,20",1,177,0
882,44,154,92116,2,"8,80",1,0,0
883,51,185,94117,1,"1,70",1,0,0
884,51,78,92703,1,"1,20",1,305,0
885,38,55,91709,2,"1,10",2,0,0
886,31,30,94304,4,"0,30",2,0,0
887,54,74,93907,3,"2,00",2,0,0
888,41,118,94720,2,"3,30",1,0,0
889,57,182,94114,2,"3,30",3,372,1
890,24,82,91103,2,"1,60",3,0,0
891,55,29,92780,4,"1,50",3,79,0
892,32,120,94102,4,"5,40",1,301,1
893,38,53,95616,2,"2,40",2,0,0
894,58,43,93943,3,"1,40",1,0,0
895,29,59,95064,4,"2,20",1,232,0
896,43,84,94608,4,"2,60",3,289,0
897,50,161,95133,3,"3,40",1,212,1
898,62,21,92691,4,"0,40",2,137,0
899,57,63,94111,4,"0,70",1,0,0
900,30,172,91302,3,"3,40",2,0,1
901,30,51,94709,4,"0,20",1,172,0
902,57,24,95616,4,"0,70",1,0,0
903,57,95,95054,2,"1,60",1,0,0
904,43,59,90048,1,"2,40",1,250,0
905,28,51,90503,4,"1,80",2,0,0
906,46,28,94720,1,"1,00",1,84,0
907,29,154,94720,2,"2,00",1,130,0
908,64,15,91711,2,"0,30",3,115,0
909,66,55,93023,4,"1,67",3,0,0
910,23,149,91709,1,"6,33",1,305,0
911,60,79,92120,1,"1,80",3,0,0
912,47,68,94538,4,"2,60",3,0,0
913,35,78,94105,1,"2,60",2,0,0
914,57,34,92507,2,"2,00",2,0,0
915,65,195,91711,3,"0,40",1,0,1
916,53,184,94550,1,"8,10",1,303,0
917,44,85,92192,2,"3,20",1,0,0
918,45,200,90405,2,"8,80",1,0,0
919,41,64,92325,3,"0,50",3,0,0
920,51,88,91116,1,"2,60",2,0,0
921,27,42,94501,3,"2,40",2,0,0
922,31,91,92096,3,"1,60",1,126,0
923,32,38,92868,1,"0,30",1,0,0
924,55,28,95123,1,"1,50",2,0,0
925,55,32,91330,4,"0,10",3,0,0
926,42,31,94720,1,"0,30",3,0,0
927,33,22,93940,4,"0,40",2,103,0
928,65,95,95014,3,"3,70",2,138,1
929,35,74,90638,4,"1,30",1,0,0
930,55,22,92121,1,"1,50",2,91,0
931,28,43,92103,3,"0,10",2,0,0
932,27,43,91302,1,"1,00",3,0,0
933,51,112,94720,3,"1,80",2,0,0
934,50,9,92064,2,"1,00",2,0,0
935,58,81,91320,2,"0,00",3,0,0
936,46,131,95929,1,"5,70",1,256,0
937,62,19,92109,1,"1,50",3,0,0
938,38,62,92093,3,"0,70",2,0,0
939,62,19,95818,4,"0,40",2,124,0
940,56,8,93943,2,"0,30",1,0,0
941,61,193,94303,1,"4,70",3,203,1
942,38,129,92093,4,"4,40",1,140,1
943,55,30,91320,4,"0,70",2,0,0
944,30,80,94701,4,"1,80",2,0,0
945,41,22,90503,4,"1,50",3,0,0
946,57,33,91745,1,"1,50",2,0,0
947,36,64,91355,4,"2,10",3,0,0
948,55,60,94305,3,"2,20",3,84,0
949,30,81,92037,1,"2,90",3,259,0
950,40,45,94720,3,"0,60",2,204,0
951,32,112,95054,4,"1,80",2,0,0
952,59,83,94105,2,"3,40",3,0,1
953,44,180,93943,2,"7,60",1,524,0
954,51,28,92130,4,"0,20",2,0,0
955,37,169,91107,2,"5,20",3,249,1
956,59,14,90840,4,"0,70",1,0,0
957,37,43,90250,1,"2,00",1,0,0
958,56,88,94309,2,"0,30",1,0,0
959,55,78,90747,4,"2,60",3,0,0
960,49,68,94143,1,"0,20",2,163,0
961,46,144,93611,2,"3,30",1,0,0
962,35,30,94114,4,"1,00",1,163,0
963,47,120,95833,1,"0,00",1,135,0
964,39,24,94305,2,"0,30",2,0,0
965,27,78,92037,4,"2,30",3,157,0
966,62,135,94301,2,"5,20",2,0,1
967,57,44,91605,2,"1,60",3,0,0
968,55,73,92675,4,"3,80",2,0,0
969,55,90,92868,1,"2,70",2,0,0
970,41,58,94704,3,"0,50",3,0,0
971,57,75,94928,2,"3,70",1,236,0
972,43,174,92028,3,"1,70",3,231,1
973,40,50,92093,2,"1,70",1,174,0
974,43,85,92703,1,"4,00",3,287,0
975,63,54,90401,3,"2,20",1,0,0
976,63,83,92122,2,"3,40",1,0,1
977,54,24,94109,4,"0,20",1,0,0
978,54,45,95134,4,"1,10",2,205,0
979,52,68,92068,1,"0,80",3,0,0
980,50,48,94720,4,"0,10",3,0,0
981,38,114,92697,1,"1,00",3,0,0
982,36,142,90064,3,"2,30",2,0,1
983,58,52,94402,3,"0,50",2,0,0
984,46,142,92220,2,"3,30",1,0,0
985,50,15,92173,1,"0,40",3,0,0
986,46,118,92120,1,"4,70",1,159,0
987,53,101,90245,4,"4,90",1,0,0
988,62,84,94609,2,"2,80",1,0,0
989,63,32,94998,1,"1,90",2,100,0
990,42,64,94607,3,"0,50",3,247,0
991,34,81,94002,4,"3,40",1,0,0
992,40,28,94025,4,"1,50",3,0,0
993,34,93,94608,1,"0,00",1,0,0
994,41,185,91775,1,"3,60",2,0,1
995,32,42,90650,1,"1,80",2,0,0
996,28,45,94305,2,"1,60",3,0,0
997,33,49,92037,2,"1,67",2,214,0
998,46,69,92780,3,"2,10",1,0,0
999,52,94,93106,1,"2,80",2,333,0
1000,60,18,92120,1,"1,50",2,0,0
1001,59,8,92691,4,"0,70",1,91,0
1002,57,55,90717,4,"2,10",1,108,0
1003,46,85,95617,2,"0,40",3,0,0
1004,25,62,94720,4,"0,00",1,229,0
1005,53,65,95054,4,"2,00",3,0,0
1006,38,138,95112,2,"0,00",1,0,0
1007,63,103,91103,1,"2,50",1,0,0
1008,44,99,95064,3,"3,50",3,357,1
1009,50,152,92220,1,"7,30",1,0,0
1010,28,25,91330,2,"0,90",3,140,0
1011,27,98,95616,2,"2,50",1,361,0
1012,52,39,94304,2,"0,70",2,166,0
1013,50,40,95820,1,"1,30",2,0,0
1014,39,58,94551,3,"2,10",1,169,0
1015,50,192,90245,2,"1,80",3,301,1
1016,60,62,94303,1,"0,80",2,0,0
1017,30,69,94720,1,"0,80",2,0,0
1018,31,40,94305,4,"1,30",3,170,0
1019,39,61,90018,2,"0,60",3,127,0
1020,29,30,91745,4,"0,30",2,157,0
1021,54,29,90071,1,"1,50",2,97,0
1022,35,41,92612,2,"1,00",2,0,0
1023,27,118,95605,1,"3,30",2,0,1
1024,45,109,94117,1,"7,00",1,366,0
1025,58,122,93711,4,"0,20",2,0,1
1026,62,50,94545,3,"1,50",1,169,0
1027,28,43,95616,3,"0,10",2,0,0
1028,32,108,94550,1,"4,60",1,0,0
1029,29,110,92096,4,"2,50",3,0,1
1030,41,20,94720,1,"1,40",3,0,0
1031,61,112,90024,4,"1,70",3,0,0
1032,56,25,95403,1,"0,10",2,136,0
1033,37,42,94720,3,"0,70",2,0,0
1034,60,29,95973,2,"0,30",1,0,0
1035,49,84,90095,3,"2,10",1,134,0
1036,43,81,94720,4,"2,60",3,0,0
1037,53,55,94720,4,"0,90",1,119,0
1038,35,40,93106,1,"2,40",2,0,0
1039,56,145,95831,4,"5,70",2,0,1
1040,41,175,94304,2,"1,10",3,0,1
1041,36,78,91107,4,"1,80",3,163,0
1042,56,51,92780,4,"1,50",1,0,0
1043,64,50,95616,4,"1,67",3,0,0
1044,51,21,95630,3,"0,40",1,0,0
1045,49,79,95827,1,"0,20",2,83,0
1046,43,84,92096,1,"4,00",3,0,0
1047,51,34,94105,4,"0,40",2,0,0
1048,55,73,94143,4,"1,60",2,0,0
1049,62,90,95747,3,"0,50",1,0,0
1050,35,23,94501,4,"0,20",3,0,0
1051,53,145,90095,2,"6,10",3,294,1
1052,33,54,92886,4,"0,20",1,141,0
1053,43,49,95812,3,"2,20",2,103,0
1054,58,51,95819,1,"2,80",2,0,0
1055,63,8,95136,4,"0,60",2,0,0
1056,31,62,95630,1,"1,00",1,0,0
1057,36,25,95020,1,"0,67",3,0,0
1058,30,63,95503,2,"1,75",3,0,0
1059,59,24,94105,2,"0,20",3,86,0
1060,28,11,91203,1,"0,10",2,0,0
1061,59,23,93111,1,"0,10",1,0,0
1062,47,33,91105,1,"1,40",3,0,0
1063,47,83,92220,1,"3,80",1,97,1
1064,56,39,90024,3,"1,40",1,131,0
1065,41,138,95008,3,"6,90",2,0,1
1066,25,113,90401,3,"2,50",1,0,0
1067,30,125,90016,4,"0,50",3,0,1
1068,50,195,95035,1,"1,70",1,0,0
1069,34,105,90035,3,"1,20",3,0,0
1070,44,75,91203,2,"3,50",1,0,1
1071,36,40,90840,2,"1,00",2,0,0
1072,39,61,94005,3,"0,50",3,137,0
1073,54,75,90089,2,"4,50",3,0,0
1074,33,122,94583,1,"0,00",1,0,0
1075,39,75,95762,3,"3,00",1,0,0
1076,41,59,90024,4,"0,20",3,0,0
1077,40,24,94608,3,"1,00",2,0,0
1078,29,175,90095,3,"3,30",3,329,1
1079,51,39,92709,2,"0,80",1,182,0
1080,54,145,94591,2,"6,80",1,0,0
1081,47,24,90717,4,"0,40",2,142,0
1082,53,20,94080,3,"0,10",2,0,0
1083,30,85,94115,1,"2,60",2,0,0
1084,28,65,95014,3,"2,60",3,0,0
1085,60,191,93407,4,"5,60",3,0,1
1086,51,11,92612,2,"0,00",1,0,0
1087,63,40,94024,2,"1,00",3,167,0
1088,38,54,92028,3,"0,70",2,196,0
1089,59,95,95521,1,"3,80",1,0,0
1090,53,94,92103,4,"1,00",2,0,0
1091,31,79,94720,4,"2,20",2,0,0
1092,41,48,94720,3,"0,30",3,0,0
1093,25,70,92120,4,"2,60",1,0,0
1094,27,40,94550,3,"0,10",2,111,0
1095,50,44,94086,4,"1,80",1,0,0
1096,50,43,92129,1,"1,40",3,137,0
1097,43,29,90245,1,"0,30",3,0,0
1098,50,188,92007,3,"1,30",1,184,1
1099,46,114,90720,1,"0,00",1,0,0
1100,30,52,92717,3,"0,70",2,0,0
1101,42,13,91711,1,"0,20",1,0,0
1102,42,95,90095,3,"0,50",3,0,0
1103,29,84,95023,1,"2,90",3,0,0
1104,38,49,90037,1,"1,80",1,0,0
1105,51,181,93106,1,"1,70",1,0,0
1106,35,182,95051,1,"0,30",2,229,1
1107,37,70,92101,2,"2,70",1,0,0
1108,47,79,94110,3,"1,10",1,185,0
1109,55,61,95051,4,"2,80",2,0,0
1110,65,121,92126,2,"2,10",1,0,0
1111,58,34,92028,3,"0,20",1,83,0
1112,54,183,90071,1,"1,00",1,442,0
1113,52,51,94949,1,"1,60",3,0,0
1114,28,70,90630,3,"0,30",3,0,0
1115,32,39,95827,1,"1,70",1,0,0
1116,51,84,94117,3,"2,00",2,0,0
1117,43,122,92056,1,"7,00",1,0,0
1118,42,145,94709,1,"1,70",1,132,0
1119,42,98,95670,2,"0,40",1,0,0
1120,41,79,96064,1,"1,00",3,233,0
1121,34,38,94304,2,"2,00",3,0,0
1122,30,49,91330,3,"0,70",2,196,0
1123,32,38,90041,1,"1,00",1,0,0
1124,46,91,92521,4,"2,60",3,0,0
1125,38,29,94022,4,"0,20",1,0,0
1126,37,172,95003,2,"6,50",1,0,0
1127,32,104,95192,2,"3,70",1,0,1
1128,35,58,91101,1,"2,50",1,0,0
1129,30,171,94025,2,"1,90",2,0,1
1130,30,73,94305,3,"3,30",1,0,1
1131,58,191,94402,1,"2,90",1,0,0
1132,57,90,91709,2,"4,50",3,0,0
1133,34,55,94920,3,"2,30",1,0,0
1134,31,28,94126,1,"2,00",2,0,0
1135,39,42,95616,1,"2,50",3,0,0
1136,57,9,93106,1,"0,10",2,91,0
1137,47,65,94086,1,"1,50",2,0,0
1138,51,134,90230,4,"4,50",3,0,1
1139,30,83,93101,4,"3,40",1,0,0
1140,55,38,95616,3,"1,00",2,0,0
1141,32,13,94611,4,"0,30",1,0,0
1142,32,143,91365,3,"2,90",3,0,1
1143,44,75,91335,4,"1,90",1,0,0
1144,33,120,94022,1,"3,20",3,0,1
1145,49,91,95822,1,"2,80",2,0,0
1146,32,99,92101,2,"1,50",3,0,0
1147,31,71,90034,1,"0,10",1,78,0
1148,37,111,91367,1,"0,80",2,0,0
1149,41,108,90034,1,"5,20",1,0,0
1150,56,158,91763,1,"7,40",1,0,0
1151,55,81,95521,3,"2,67",1,0,0
1152,49,12,94720,2,"0,10",3,0,0
1153,63,21,95831,2,"0,40",1,0,0
1154,55,55,92821,4,"0,90",1,215,0
1155,59,42,93555,1,"1,80",3,0,0
1156,41,81,92653,2,"0,40",1,0,0
1157,49,13,94305,4,"0,20",1,87,0
1158,48,132,94998,1,"0,60",1,157,0
1159,41,99,92660,1,"1,00",3,0,0
1160,50,23,92028,4,"0,20",1,0,0
1161,28,40,95134,1,"2,00",2,0,0
1162,36,181,94309,3,"1,40",1,0,1
1163,38,112,94501,2,"2,20",1,394,0
1164,34,138,94720,2,"7,80",1,227,0
1165,41,94,90071,3,"3,80",2,327,1
1166,43,113,91203,1,"1,70",1,0,0
1167,30,112,91711,4,"5,00",2,0,1
1168,37,190,92354,2,"3,00",1,475,0
1169,62,38,91706,1,"1,10",3,0,0
1170,40,32,92110,1,"1,40",3,158,0
1171,35,104,91320,3,"0,60",2,0,0
1172,64,43,95014,1,"1,90",2,0,0
1173,49,45,92104,3,"1,70",2,0,0
1174,24,35,94305,2,"1,70",2,0,0
1175,36,42,93106,4,"1,20",2,0,0
1176,29,58,91006,1,"0,80",2,0,0
1177,29,103,90049,4,"3,40",1,0,1
1178,28,71,90405,1,"3,30",2,149,1
1179,33,14,94025,1,"0,40",2,98,0
1180,36,98,90291,3,"1,20",3,0,0
1181,42,90,90504,1,"0,10",2,0,0
1182,25,65,90095,4,"0,20",1,0,0
1183,28,19,94720,4,"0,40",1,0,0
1184,50,35,94105,3,"1,70",2,0,0
1185,34,71,90041,4,"1,30",1,0,0
1186,43,31,94025,3,"0,50",1,0,0
1187,62,43,94928,4,"1,20",2,0,0
1188,61,24,94309,1,"1,50",2,87,0
1189,45,58,94305,2,"0,40",3,0,0
1190,42,115,92717,2,"0,40",1,0,0
1191,39,168,93117,2,"8,00",1,152,0
1192,29,128,94111,1,"1,50",1,0,0
1193,45,138,92870,1,"7,00",1,0,0
1194,58,81,92121,3,"1,70",2,0,0
1195,29,41,94305,4,"1,30",3,0,0
1196,32,123,92407,2,"2,90",2,0,1
1197,37,71,94609,2,"2,70",1,94,0
1198,48,8,92866,1,"0,40",3,0,0
1199,40,42,94801,2,"0,70",1,101,0
1200,29,62,92064,2,"2,50",1,184,0
1201,36,22,92507,4,"1,00",1,91,0
1202,35,38,95060,4,"1,00",2,0,0
1203,35,24,95521,4,"0,40",2,0,0
1204,62,50,91311,3,"2,40",1,0,0
1205,26,190,91604,4,"1,30",2,197,1
1206,32,94,91361,2,"3,10",1,0,0
1207,63,165,95035,4,"5,10",3,0,1
1208,38,43,94301,4,"1,20",2,0,0
1209,50,48,91711,1,"1,60",2,0,0
1210,46,52,91304,3,"2,70",2,228,0
1211,50,84,93943,4,"4,90",1,0,0
1212,61,131,92407,1,"0,90",1,0,0
1213,34,44,91101,4,"0,20",1,0,0
1214,27,78,93943,4,"0,20",1,87,0
1215,61,15,92521,4,"0,40",2,0,0
1216,45,38,94550,4,"1,90",3,144,0
1217,50,84,91107,1,"1,30",3,0,0
1218,44,122,94305,1,"0,30",1,0,0
1219,62,98,92122,2,"2,80",1,0,0
1220,45,80,92407,3,"2,67",2,0,0
1221,41,165,94143,2,"8,00",1,0,0
1222,30,121,94132,2,"3,30",1,0,0
1223,61,20,90011,3,"0,40",2,94,0
1224,45,11,96150,1,"0,20",1,91,0
1225,59,45,94920,1,"1,80",3,0,0
1226,30,118,94534,2,"2,80",2,0,1
1227,60,14,90089,2,"0,30",1,109,0
1228,39,30,92122,3,"0,20",2,0,0
1229,56,45,92870,1,"0,20",1,98,0
1230,56,80,94596,3,"2,67",1,0,0
1231,27,25,94920,4,"0,30",2,0,0
1232,66,144,94306,1,"2,50",1,0,0
1233,43,84,92646,4,"0,20",3,297,0
1234,53,22,93943,2,"0,40",1,0,0
1235,44,33,90405,3,"1,50",1,0,0
1236,54,60,94110,4,"2,60",3,0,0
1237,31,81,95762,4,"2,20",2,116,0
1238,38,169,92093,1,"6,80",3,0,1
1239,28,63,91116,2,"1,60",3,0,0
1240,51,12,90245,2,"0,70",3,109,0
1241,52,15,91320,4,"0,80",1,101,0
1242,64,39,92120,1,"0,50",3,0,0
1243,29,44,91380,4,"2,00",2,0,0
1244,34,110,92697,1,"4,00",1,0,0
1245,33,130,94720,3,"6,30",2,99,1
1246,46,41,94025,1,"1,40",3,128,0
1247,48,59,91775,1,"1,40",3,241,0
1248,52,39,94606,2,"0,80",1,0,0
1249,44,35,94305,4,"0,00",2,0,0
1250,51,80,90032,1,"2,60",2,0,0
1251,47,81,94301,1,"2,67",2,0,0
1252,39,31,95120,2,"0,80",3,0,0
1253,42,93,92182,4,"1,90",3,0,0
1254,57,45,92346,4,"1,50",1,204,0
